insee,name,density,x,y
24269,Mialet,18,0.90,45.57
24270,Milhac-d'Auberoche,33,0.93,45.11
24271,Milhac-de-Nontron,16,0.79,45.47
24272,Minzac,28,0.03,44.96
24273,Molières,15,0.82,44.81
24274,Monbazillac,46,0.48,44.80
24276,Monestier,21,0.32,44.78
24277,Monfaucon,12,0.26,44.91
24278,Monmadalès,15,0.62,44.77
24279,Monmarvès,10,0.61,44.71
24280,Monpazier,955,0.89,44.68
24281,Monsac,18,0.69,44.78
24282,Monsaguel,14,0.57,44.74
24283,Monsec,17,0.54,45.42
24284,Montagnac-d'Auberoche,14,0.95,45.19
24285,Montagnac-la-Crempse,15,0.54,44.98
24286,Montagrier,36,0.49,45.27
24287,Montaut,8,0.65,44.75
24288,Montazeau,23,0.13,44.90
24289,Montcaret,84,0.07,44.86
24290,Montferrand-du-Périgord,13,0.88,44.76
24291,Montignac,75,1.15,45.06
24292,Montpeyroux,19,0.06,44.92
24293,Monplaisant,50,1.00,44.79
24294,Montpon-Ménestérol,118,0.16,45.02
24295,Montrem,63,0.58,45.13
24296,Mouleydier,137,0.62,44.86
24297,Moulin-Neuf,104,0.06,45.00
24298,Mouzens,29,1.00,44.85
24299,Mussidan,755,0.36,45.03
24300,Nabirat,23,1.29,44.77
24301,Nadaillac,13,1.40,45.03
24302,Nailhac,15,1.16,45.22
24303,Nanteuil-Auriac-de-Bourzac,10,0.29,45.38
24304,Nantheuil,59,0.96,45.43
24305,Nanthiat,24,0.99,45.41
24306,Nastringues,17,0.15,44.87
24307,Naussannes,14,0.72,44.75
24308,Négrondes,41,0.88,45.34
24309,Neuvic,138,0.47,45.09
24310,Nojals-et-Clotte,16,0.76,44.73
24311,Nontron,130,0.68,45.53
24312,Notre-Dame-de-Sanilhac,120,0.71,45.13
24313,Orliac,6,1.06,44.71
24314,Orliaguet,11,1.38,44.91
24316,Parcoul,27,0.04,45.19
24317,Paulin,24,1.33,45.00
24318,Paunat,17,0.85,44.90
24319,Paussac-et-Saint-Vivien,20,0.54,45.35
24320,Payzac,22,1.23,45.42
24321,Pazayac,124,1.37,45.12
24322,Périgueux,3045,0.71,45.19
24323,Petit-Bersac,16,0.23,45.27
24324,Peyrignac,85,1.20,45.16
24325,Peyrillac-et-Millac,31,1.41,44.89
24326,Peyzac-le-Moustier,19,1.08,44.98
24327,Pezuls,11,0.80,44.91
24328,Piégut-Pluviers,69,0.70,45.63
24329,Le Pizou,76,0.07,45.04
24330,Plazac,20,1.04,45.04
24331,Pomport,41,0.41,44.80
24333,Ponteyraud,12,0.24,45.19
24334,Pontours,32,0.77,44.83
24335,Port-Sainte-Foy-et-Ponchapt,136,0.21,44.86
24336,Prats-de-Carlux,40,1.31,44.89
24337,Prats-du-Périgord,14,1.07,44.69
24338,Pressignac-Vicq,28,0.73,44.89
24339,Preyssac-d'Excideuil,49,1.11,45.34
24340,Prigonrieux,160,0.41,44.87
24341,Proissans,54,1.24,44.93
24343,Puymangou,9,0.08,45.18
24344,Puyrenier,8,0.47,45.48
24345,Queyssac,38,0.53,44.92
24346,Quinsac,23,0.70,45.44
24347,Rampieux,12,0.80,44.70
24348,Razac-d'Eymet,25,0.46,44.70
24349,Razac-de-Saussignac,30,0.29,44.81
24350,Razac-sur-l'Isle,170,0.61,45.16
24351,Ribagnac,27,0.49,44.76
24352,Ribérac,176,0.34,45.25
24353,La Rochebeaucourt-et-Argentine,20,0.38,45.47
24354,La Roche-Chalais,33,0.05,45.14
24355,La Roque-Gageac,61,1.20,44.82
24356,Rouffignac-Saint-Cernin-de-Reilhac,26,0.97,45.05
24357,Rouffignac-de-Sigoulès,53,0.44,44.78
24359,Sadillac,20,0.49,44.73
24360,Sagelat,44,1.02,44.78
24361,Saint-Agne,72,0.62,44.84
24362,Sainte-Alvère,26,0.81,44.95
24363,Saint-Amand-de-Belvès,15,1.04,44.76
24364,Saint-Amand-de-Coly,15,1.25,45.05
24365,Saint-Amand-de-Vergt,19,0.69,44.99
24366,Saint-André-d'Allas,28,1.15,44.89
24367,Saint-André-de-Double,6,0.33,45.14
24368,Saint-Antoine-Cumond,31,0.20,45.25
24369,Saint-Antoine-d'Auberoche,20,0.94,45.14
24370,Saint-Antoine-de-Breuilh,112,0.14,44.84
24371,Saint-Aquilin,22,0.49,45.19
24372,Saint-Astier,160,0.52,45.15
24373,Saint-Aubin-de-Cadelech,24,0.49,44.69
24374,Saint-Aubin-de-Lanquais,34,0.60,44.80
24375,Saint-Aubin-de-Nabirat,20,1.28,44.73
24376,Saint-Aulaye,39,0.14,45.18
24377,Saint-Avit-de-Vialard,19,0.86,44.95
24378,Saint-Avit-Rivière,5,0.91,44.74
24379,Saint-Avit-Sénieur,20,0.82,44.77
24380,Saint-Barthélemy-de-Bellegarde,16,0.19,45.08
24381,Saint-Barthélemy-de-Bussière,15,0.75,45.64
24382,Saint-Capraise-de-Lalinde,137,0.65,44.85
24383,Saint-Capraise-d'Eymet,13,0.51,44.71
24384,Saint-Cassien,5,0.85,44.68
24385,Saint-Cernin-de-Labarde,18,0.58,44.76
24386,Saint-Cernin-de-l'Herm,14,1.05,44.65
24388,Saint-Chamassy,34,0.92,44.87
24389,Saint-Cirq,21,0.97,44.94
24390,Saint-Crépin-d'Auberoche,31,0.90,45.12
24391,Saint-Crépin-de-Richemont,8,0.61,45.42
24392,Saint-Crépin-et-Carlucet,29,1.28,44.96
24393,Sainte-Croix,7,0.83,44.73
24394,Sainte-Croix-de-Mareuil,12,0.42,45.47
24395,Saint-Cybranet,39,1.16,44.78
24396,Saint-Cyprien,74,1.03,44.88
24397,Saint-Cyr-les-Champagnes,18,1.29,45.37
24398,Saint-Estèphe,28,0.66,45.61
24399,Saint-Étienne-de-Puycorbier,9,0.32,45.09
24401,Sainte-Eulalie-d'Ans,24,1.02,45.25
24402,Sainte-Eulalie-d'Eymet,12,0.36,44.71
24403,Saint-Félix-de-Bourdeilles,12,0.57,45.41
24404,Saint-Félix-de-Reillac-et-Mortemart,10,0.89,45.01
24405,Saint-Félix-de-Villadeix,18,0.68,44.93
24406,Sainte-Foy-de-Belvès,18,1.03,44.73
24407,Sainte-Foy-de-Longas,15,0.76,44.93
24408,Saint-Front-d'Alemps,14,0.79,45.32
24409,Saint-Front-de-Pradoux,127,0.36,45.06
24410,Saint-Front-la-Rivière,29,0.72,45.47
24411,Saint-Front-sur-Nizonne,12,0.63,45.48
24412,Saint-Geniès,29,1.24,44.99
24413,Saint-Georges-Blancaneix,17,0.36,44.92
24414,Saint-Georges-de-Montclard,21,0.61,44.93
24415,Saint-Géraud-de-Corps,12,0.24,44.95
24416,Saint-Germain-de-Belvès,24,1.04,44.81
24417,Saint-Germain-des-Prés,28,1.00,45.35
24418,Saint-Germain-du-Salembre,47,0.44,45.13
24419,Saint-Germain-et-Mons,55,0.59,44.83
24420,Saint-Géry,12,0.33,44.98
24421,Saint-Geyrac,14,0.91,45.07
24422,Saint-Hilaire-d'Estissac,18,0.51,45.01
24423,Sainte-Innocence,14,0.39,44.73
24424,Saint-Jean-d'Ataux,10,0.39,45.13
24425,Saint-Jean-de-Côle,28,0.84,45.41
24426,Saint-Jean-d'Estissac,12,0.50,45.04
24427,Saint-Jean-d'Eyraud,19,0.45,44.96
24428,Saint-Jory-de-Chalais,18,0.90,45.49
24429,Saint-Jory-las-Bloux,15,0.95,45.34
24430,Saint-Julien-de-Bourdeilles,13,0.58,45.36
24431,Saint-Julien-de-Crempse,19,0.52,44.95
24432,Saint-Julien-de-Lampon,47,1.38,44.86
24433,Saint-Julien-d'Eymet,19,0.43,44.72
24434,Saint-Just,11,0.50,45.34
24435,Saint-Laurent-des-Bâtons,11,0.73,44.96
24436,Saint-Laurent-des-Hommes,33,0.25,45.04
24437,Saint-Laurent-des-Vignes,109,0.45,44.82
24438,Saint-Laurent-la-Vallée,17,1.12,44.75
24439,Saint-Laurent-sur-Manoire,89,0.80,45.14
24441,Saint-Léon-d'Issigeac,20,0.70,44.72
24442,Saint-Léon-sur-l'Isle,139,0.50,45.12
24443,Saint-Léon-sur-Vézère,31,1.08,45.02
24444,Saint-Louis-en-l'Isle,95,0.39,45.06
24445,Saint-Marcel-du-Périgord,14,0.70,44.92
24446,Saint-Marcory,11,0.93,44.72
24447,Sainte-Marie-de-Chignac,50,0.83,45.12
24448,Saint-Martial-d'Albarède,48,1.04,45.32
24449,Saint-Martial-d'Artenset,31,0.22,45.00
24450,Saint-Martial-de-Nabirat,41,1.25,44.75
24451,Saint-Martial-de-Valette,53,0.63,45.51
24452,Saint-Martial-Viveyrol,16,0.34,45.36
24453,Saint-Martin-de-Fressengeas,18,0.84,45.45
24454,Saint-Martin-de-Gurson,25,0.12,44.96
24455,Saint-Martin-de-Ribérac,44,0.36,45.22
24456,Saint-Martin-des-Combes,14,0.62,44.96
24457,Saint-Martin-l'Astier,15,0.32,45.06
24458,Saint-Martin-le-Pin,19,0.63,45.55
24459,Saint-Maime-de-Péreyrol,25,0.65,45.02
24460,Saint-Méard-de-Drône,54,0.41,45.25
24461,Saint-Méard-de-Gurçon,27,0.18,44.91
24462,Saint-Médard-de-Mussidan,70,0.33,45.02
24463,Saint-Médard-d'Excideuil,29,1.09,45.35
24464,Saint-Mesmin,9,1.24,45.35
24465,Saint-Michel-de-Double,9,0.27,45.09
24466,Saint-Michel-de-Montaigne,39,0.03,44.88
24468,Saint-Michel-de-Villadeix,22,0.73,44.99
24470,Sainte-Mondane,28,1.35,44.84
24471,Sainte-Nathalène,43,1.28,44.91
24472,Saint-Nexans,73,0.55,44.81
24473,Sainte-Orse,16,1.07,45.21
24474,Saint-Pancrace,23,0.67,45.42
24475,Saint-Pantaly-d'Ans,14,0.99,45.25
24476,Saint-Pantaly-d'Excideuil,18,1.01,45.31
24477,Saint-Pardoux-de-Drône,25,0.42,45.22
24478,Saint-Pardoux-et-Vielvic,14,0.96,44.77
24479,Saint-Pardoux-la-Rivière,51,0.75,45.50
24480,Saint-Paul-de-Serre,25,0.63,45.08
24481,Saint-Paul-la-Roche,13,0.99,45.48
24482,Saint-Paul-Lizonne,30,0.28,45.32
24483,Saint-Perdoux,18,0.53,44.74
24484,Saint-Pierre-de-Chignac,53,0.86,45.11
24485,Saint-Pierre-de-Côle,24,0.81,45.38
24486,Saint-Pierre-de-Frugie,18,1.01,45.58
24487,Saint-Pierre-d'Eyraud,67,0.32,44.87
24488,Saint-Pompont,16,1.14,44.71
24489,Saint-Priest-les-Fougères,18,1.02,45.54
24490,Saint-Privat-des-Prés,32,0.19,45.22
24491,Saint-Rabier,37,1.15,45.17
24492,Sainte-Radegonde,12,0.68,44.68
24493,Saint-Raphaël,16,1.07,45.30
24494,Saint-Rémy,19,0.18,44.96
24495,Saint-Romain-de-Monpazier,12,0.88,44.72
24496,Saint-Romain-et-Saint-Clément,23,0.87,45.42
24497,Sainte-Sabine-Born,17,0.73,44.70
24498,Saint-Saud-Lacoussière,15,0.84,45.54
24499,Saint-Sauveur,86,0.58,44.87
24500,Saint-Sauveur-Lalande,15,0.25,44.98
24501,Saint-Seurin-de-Prats,86,0.07,44.83
24502,Saint-Séverin-d'Estissac,17,0.47,45.05
24503,Saint-Sulpice-de-Mareuil,11,0.52,45.47
24504,Saint-Sulpice-de-Roumagnac,22,0.40,45.20
24505,Saint-Sulpice-d'Excideuil,16,1.02,45.40
24507,Sainte-Trie,11,1.21,45.29
24508,Saint-Victor,41,0.44,45.26
24509,Saint-Vincent-de-Connezac,41,0.39,45.17
24510,Saint-Vincent-de-Cosse,50,1.11,44.84
24511,Saint-Vincent-Jalmoutiers,15,0.19,45.18
24512,Saint-Vincent-le-Paluel,38,1.27,44.88
24513,Saint-Vincent-sur-l'Isle,28,0.90,45.24
24514,Saint-Vivien,33,0.10,44.89
24515,Salagnac,94,1.21,45.31
24516,Salignac-Eyvigues,27,1.36,44.95
24517,Salles-de-Belvès,9,1.00,44.72
24518,Salon,15,0.77,45.03
24519,Sarlande,12,1.12,45.45
24520,Sarlat-la-Canéda,200,1.21,44.90
24521,Sarliac-sur-l'Isle,111,0.87,45.24
24522,Sarrazac,12,1.04,45.44
24523,Saussignac,48,0.32,44.80
24524,Savignac-de-Miremont,23,0.95,44.96
24525,Savignac-de-Nontron,20,0.72,45.55
24526,Savignac-Lédrier,27,1.20,45.38
24527,Savignac-les-Églises,44,0.91,45.28
24528,Sceau-Saint-Angel,7,0.67,45.48
24529,Segonzac,53,0.44,45.20
24530,Sencenac-Puy-de-Fourches,22,0.68,45.32
24531,Sergeac,21,1.12,45.00
24532,Serres-et-Montguyard,33,0.44,44.68
24533,Servanches,4,0.16,45.13
24534,Sigoulès,84,0.40,44.76
24535,Simeyrols,28,1.34,44.92
24536,Singleyrac,46,0.46,44.73
24537,Siorac-de-Ribérac,12,0.35,45.18
24538,Siorac-en-Périgord,87,0.98,44.82
24540,Sorges,28,0.85,45.29
24541,Soudat,10,0.57,45.62
24542,Soulaures,7,0.91,44.64
24543,Sourzac,47,0.42,45.05
24544,Tamniès,20,1.15,44.98
24545,Teillots,10,1.22,45.26
24546,Temple-Laguyon,16,1.10,45.23
24547,Terrasson-Lavilledieu,159,1.30,45.12
24548,Teyjat,16,0.58,45.59
24549,Thénac,18,0.35,44.75
24550,Thenon,49,1.06,45.13
24551,Thiviers,112,0.91,45.43
24552,Thonac,23,1.11,45.04
24553,Tocane-Saint-Apre,52,0.50,45.24
24554,La Tour-Blanche,53,0.43,45.37
24555,Tourtoirac,26,1.06,45.27
24557,Trélissac,305,0.78,45.21
24558,Trémolat,41,0.83,44.87
24559,Tursac,19,1.04,44.97
24560,Urval,9,0.94,44.80
24561,Valeuil,21,0.63,45.33
24562,Vallereuil,30,0.50,45.07
24563,Valojoulx,23,1.15,45.02
24564,Vanxains,20,0.29,45.21
24565,Varaignes,25,0.53,45.61
24566,Varennes,110,0.67,44.83
24567,Vaunac,19,0.87,45.37
24568,Vélines,105,0.11,44.86
24569,Vendoire,13,0.29,45.41
24570,Verdon,9,0.63,44.81
24571,Vergt,50,0.71,45.04
24572,Vergt-de-Biron,12,0.85,44.64
24573,Verteillac,34,0.38,45.35
24574,Veyrignac,35,1.33,44.82
24575,Veyrines-de-Domme,20,1.11,44.80
24576,Veyrines-de-Vergt,21,0.77,44.99
24577,Vézac,48,1.17,44.84
24579,Vieux-Mareuil,13,0.50,45.43
24580,Villac,12,1.25,45.18
24581,Villamblard,43,0.56,45.03
24582,Villars,17,0.77,45.42
24584,Villefranche-de-Lonchat,65,0.06,44.96
24585,Villefranche-du-Périgord,30,1.11,44.63
24586,Villetoureix,54,0.36,45.27
24587,Vitrac,62,1.22,44.84
25-02,Baume-les-Dames,27,,
25-03,Bavans,29,,
25-04,Besançon-1,69,,
25-05,Besançon-2,53,,
25-07,Besançon-4,44,,
25-08,Besançon-5,48,,
25-09,Besançon-6,59,,
25-11,Frasne,24,,
25-12,Maîche,30,,
25-14,Morteau,33,,
25-15,Ornans,28,,
25-16,Pontarlier,45,,
25-17,Saint-Vit,35,,
25-18,Valdahon,24,,
25-19,Valentigney,33,,
25001,Abbans-Dessous,73,5.87,47.13
25002,Abbans-Dessus,69,5.89,47.13
25003,Abbenans,32,6.45,47.50
25004,Abbévillers,95,6.92,47.43
25005,Accolans,19,6.53,47.49
25006,Adam-lès-Passavant,10,6.37,47.30
25007,Adam-lès-Vercel,34,6.39,47.16
25008,Aibre,104,6.70,47.55
25009,Aïssey,16,6.33,47.27
25011,Allenjoie,114,6.89,47.54
25012,Les Alliés,25,6.45,46.95
25013,Allondans,46,6.75,47.52
25014,Amagney,56,6.15,47.31
25015,Amancey,48,6.08,47.03
25016,Amathay-Vésigneux,12,6.20,47.02
25017,Amondans,16,6.04,47.07
25018,Anteuil,27,6.58,47.38
25019,Appenans,104,6.57,47.45
25020,Arbouans,732,6.81,47.49
25021,Arc-et-Senans,103,5.77,47.04
25022,Arcey,115,6.65,47.52
25024,Arçon,37,6.38,46.97
25025,Arc-sous-Cicon,23,6.40,47.05
25026,Arc-sous-Montenot,21,6.01,46.92
25027,Arguel,52,6.01,47.18
25028,Athose,23,6.31,47.07
25029,Aubonne,15,6.34,47.04
25030,Audeux,247,5.87,47.26
25031,Audincourt,1688,6.85,47.48
25032,Autechaux,62,6.38,47.38
25033,Autechaux-Roide,84,6.81,47.39
25034,Auxon-Dessous,213,,
25035,Auxon-Dessus,302,5.95,47.30
25036,Avanne-Aveney,269,5.96,47.20
25038,Avilley,30,6.27,47.43
25039,Avoudrey,68,6.43,47.14
25040,Badevel,229,6.94,47.50
25041,Bannans,28,6.24,46.90
25042,Le Barboux,22,6.73,47.12
25043,Bart,508,6.77,47.49
25044,Bartherans,8,5.93,47.04
25045,Battenans-les-Mines,21,6.27,47.41
25046,Battenans-Varin,12,6.72,47.24
25047,Baume-les-Dames,213,6.34,47.35
25048,Bavans,423,6.73,47.48
25049,Belfays,38,6.90,47.26
25050,Le Bélieu,32,6.63,47.12
25051,Belleherbe,36,6.65,47.26
25052,Belmont,14,6.36,47.22
25053,Belvoir,10,6.62,47.32
25054,Berche,151,6.75,47.47
25055,Berthelange,71,5.78,47.20
25056,Besançon,1789,6.02,47.26
25057,Bethoncourt,900,6.80,47.54
25058,Beure,341,6.01,47.21
25059,Beutal,49,6.64,47.47
25060,Bians-les-Usiers,42,6.27,46.96
25061,Bief,28,6.77,47.32
25062,Le Bizot,35,6.67,47.14
25063,Blamont,113,6.86,47.39
25065,Blarians,65,6.18,47.41
25066,Blussangeaux,38,6.62,47.43
25067,Blussans,24,6.61,47.41
25070,Bolandoz,30,6.11,47.01
25071,Bondeval,102,6.85,47.43
25072,Bonnal,13,6.36,47.51
25073,Bonnay,112,6.04,47.33
25074,Bonnétage,46,6.74,47.18
25075,Bonnevaux,21,6.20,46.81
25076,Bonnevaux-le-Prieuré,36,6.17,47.14
25077,La Bosse,15,6.65,47.14
25078,Bouclans,45,6.23,47.24
25079,Boujailles,14,6.08,46.88
25082,Bourguignon,172,6.77,47.41
25083,Bournois,18,6.50,47.49
25084,Boussières,195,5.90,47.15
25085,Bouverans,20,6.21,46.84
25086,Braillans,83,6.09,47.31
25087,Branne,27,6.48,47.38
25088,Breconchaux,29,6.27,47.34
25089,Bremondans,12,6.40,47.23
25090,Brères,22,5.86,47.06
25091,Les Bréseux,62,6.80,47.28
25092,La Bretenière,14,6.28,47.38
25093,Bretigney,43,6.64,47.49
25094,Bretigney-Notre-Dame,20,6.30,47.31
25095,Bretonvillers,18,6.62,47.22
25096,Brey-et-Maison-du-Bois,15,6.24,46.75
25097,Brognard,157,6.87,47.53
25098,Buffard,19,5.83,47.03
25099,Bugny,39,6.36,47.00
25100,Bulle,29,6.20,46.91
25101,Burgille,59,5.78,47.26
25102,Burnevillers,7,7.02,47.33
25103,Busy,110,5.95,47.17
25104,By,9,5.90,47.01
25105,Byans-sur-Doubs,54,5.85,47.11
25106,Cademène,25,6.03,47.09
25107,Cendrey,33,6.25,47.40
25108,Cernay-l'Église,49,6.83,47.25
25109,Cessey,46,5.92,47.11
25110,Chaffois,56,6.26,46.92
25111,Chalèze,63,6.10,47.26
25112,Chalezeule,312,6.07,47.26
25113,Chamesey,19,6.63,47.24
25114,Chamesol,40,6.84,47.35
25115,Champagney,83,5.89,47.25
25116,Champlive,32,6.24,47.29
25117,Champoux,31,6.14,47.34
25119,Champvans-les-Moulins,140,5.91,47.26
25120,Chantrans,30,6.16,47.05
25121,Chapelle-des-Bois,7,6.11,46.61
25122,Chapelle-d'Huin,21,6.17,46.93
25123,Charbonnières-les-Sapins,21,6.21,47.15
25124,Charmauvillers,27,6.92,47.23
25125,Charmoille,31,6.67,47.24
25126,Charnay,83,5.95,47.13
25127,Charquemont,117,6.84,47.20
25128,Chasnans,33,6.32,47.08
25129,Chassagne-Saint-Denis,13,6.11,47.08
25130,Châteauvieux-les-Fossés,3,6.20,47.06
25131,Châtelblanc,6,6.11,46.67
25132,Châtillon-Guyotte,29,6.17,47.33
25133,Châtillon-le-Duc,300,6.00,47.31
25134,Châtillon-sur-Lison,4,5.98,47.07
25136,Chaucenne,109,5.90,47.28
25137,Chaudefontaine,34,6.16,47.35
25138,Les Terres-de-Chaux,10,6.73,47.32
25139,La Chaux,26,6.41,47.02
25140,Chaux-lès-Clerval,21,6.52,47.37
25141,Chaux-lès-Passavant,17,6.35,47.24
25142,Chaux-Neuve,10,6.15,46.66
25143,Chay,31,5.86,47.03
25145,Chazot,23,6.54,47.33
25147,Chemaudin,205,5.89,47.22
25148,La Chenalotte,93,6.69,47.11
25149,Chenecey-Buillon,33,5.97,47.14
25150,Chevigney-sur-l'Ognon,52,5.85,47.29
25151,Chevigney-lès-Vercel,23,6.37,47.16
25152,La Chevillotte,15,6.16,47.22
25153,Chevroz,53,6.00,47.33
25154,Chouzelot,43,5.91,47.12
25155,Cléron,22,6.07,47.08
25156,Clerval,89,6.50,47.40
25157,La Cluse-et-Mijoux,55,6.39,46.87
25159,Colombier-Fontaine,178,6.69,47.45
25160,Les Combes,42,6.54,47.05
25161,Consolation-Maisonnettes,7,6.60,47.15
25162,Corcelles-Ferrières,84,5.80,47.23
25163,Corcelle-Mieslot,17,6.18,47.36
25164,Corcondray,25,5.83,47.23
25166,Côtebrune,22,6.31,47.25
25170,Courcelles-lès-Montbéliard,450,6.78,47.50
25171,Courcelles,25,5.96,47.10
25172,Courchapon,34,5.75,47.26
25173,Cour-Saint-Maurice,38,6.71,47.26
25174,Courtefontaine,31,6.91,47.32
25175,Courtetain-et-Salans,13,6.43,47.26
25176,Courvières,26,6.10,46.86
25177,Crosey-le-Grand,17,6.53,47.35
25178,Crosey-le-Petit,13,6.48,47.34
25179,Le Crouzet,16,6.13,46.71
25180,Crouzet-Migette,21,6.01,46.96
25181,Cubrial,23,6.40,47.50
25182,Cubry,15,6.42,47.50
25183,Cusance,20,6.44,47.32
25184,Cuse-et-Adrisans,52,6.39,47.48
25185,Cussey-sur-Lison,10,5.96,47.06
25186,Cussey-sur-l'Ognon,128,5.94,47.33
25187,Dambelin,39,6.67,47.37
25188,Dambenois,236,6.87,47.54
25189,Dammartin-les-Templiers,21,6.28,47.29
25190,Dampierre-les-Bois,352,6.92,47.51
25191,Dampierre-sur-le-Doubs,153,6.73,47.47
25192,Dampjoux,73,6.75,47.34
25193,Damprichard,82,6.87,47.24
25194,Dannemarie,49,6.90,47.39
25195,Dannemarie-sur-Crète,332,5.87,47.21
25196,Dasle,251,6.90,47.48
25197,Deluz,78,6.19,47.30
25198,Désandans,131,6.67,47.54
25199,Déservillers,24,6.07,47.00
25200,Devecey,357,6.02,47.32
25201,Dommartin,99,6.31,46.93
25202,Dompierre-les-Tilleuls,19,6.16,46.89
25203,Domprel,17,6.48,47.20
25204,Doubs,298,6.36,46.93
25207,Dung,202,6.75,47.51
25208,Durnes,18,6.22,47.11
25209,Échay,22,5.95,47.05
25210,Échenans,79,6.69,47.53
25211,Échevannes,16,6.24,47.07
25212,École-Valentin,725,5.99,47.27
25213,Les Écorces,72,6.80,47.20
25214,Écot,46,6.73,47.42
25215,L'Écouvotte,46,6.25,47.34
25216,Écurcey,37,6.80,47.40
25217,Émagny,117,5.87,47.30
25218,Épenouse,24,6.40,47.21
25219,Épenoy,46,6.38,47.13
25220,Épeugney,40,6.02,47.13
25221,Esnans,10,6.32,47.33
25222,Étalans,50,6.26,47.16
25223,Éternoz,12,6.00,47.02
25224,Étouvans,116,6.72,47.46
25225,Étrabonne,35,5.74,47.23
25226,Étrappe,66,6.58,47.47
25227,Étray,39,6.33,47.13
25228,Étupes,363,6.87,47.51
25229,Évillers,25,6.22,47.00
25230,Exincourt,919,6.83,47.50
25231,Eysson,16,6.43,47.20
25232,Faimbe,55,6.62,47.49
25233,Fallerans,24,6.29,47.14
25234,Ferrières-le-Lac,74,6.89,47.27
25235,Ferrières-les-Bois,76,5.80,47.21
25236,Fertans,32,6.07,47.06
25237,Fesches-le-Châtel,653,6.90,47.52
25238,Fessevillers,27,6.92,47.28
25239,Feule,49,6.74,47.35
25240,Les Fins,117,6.63,47.08
25241,Flagey,18,6.11,47.05
25242,Flagey-Rigney,30,6.22,47.41
25243,Flangebouche,31,6.47,47.12
25244,Fleurey,13,6.78,47.30
25245,Fontain,60,6.04,47.19
25246,Fontaine-lès-Clerval,23,6.47,47.42
25247,Fontenelle-Montby,16,6.41,47.45
25248,Les Fontenelles,66,6.75,47.19
25249,Fontenotte,10,6.31,47.38
25250,Foucherans,41,6.15,47.15
25251,Fourbanne,88,6.31,47.34
25252,Fourcatier-et-Maison-Neuve,33,6.31,46.76
25253,Fourg,26,5.80,47.09
25254,Les Fourgs,45,6.42,46.84
25255,Fournet-Blancheroche,27,6.83,47.17
25256,Frambouhans,83,6.78,47.20
25257,Franey,87,5.81,47.26
25258,Franois,279,5.93,47.23
25259,Frasne,57,6.15,46.85
25261,Froidevaux,16,6.69,47.30
25262,Fuans,44,6.59,47.13
25263,Gellin,46,6.24,46.73
25264,Gémonval,23,6.59,47.53
25265,Geneuille,211,5.97,47.32
25266,Geney,35,6.57,47.48
25267,Gennes,85,6.13,47.25
25268,Germéfontaine,12,6.48,47.22
25269,Germondans,18,6.20,47.41
25270,Gevresin,17,6.05,46.96
25271,Gilley,91,6.49,47.05
25273,Glamondans,19,6.29,47.27
25274,Glay,55,6.89,47.40
25275,Glère,14,6.98,47.35
25276,Gondenans-Montby,15,6.46,47.44
25277,Gondenans-les-Moulins,19,6.38,47.47
25278,Gonsans,32,6.30,47.23
25279,Gouhelans,18,6.36,47.45
25280,Goumois,30,6.94,47.27
25281,Goux-lès-Dambelin,30,6.68,47.40
25282,Goux-les-Usiers,41,6.29,46.98
25283,Goux-sous-Landet,12,5.93,47.08
25284,Grand-Charmont,1166,6.82,47.53
25285,Grand'Combe-Châteleu,65,6.56,47.02
25286,Grand'Combe-des-Bois,11,6.78,47.14
25287,Grandfontaine,258,5.90,47.20
25288,Fournets-Luisans,23,6.56,47.10
25289,Grandfontaine-sur-Creuse,13,6.46,47.18
25290,La Grange,15,6.67,47.28
25293,Granges-Narboz,63,6.32,46.88
25295,Les Grangettes,50,6.32,46.83
25296,Les Gras,52,6.54,46.99
25297,Le Gratteris,59,6.13,47.18
25298,Grosbois,76,6.31,47.35
25299,Guillon-les-Bains,22,6.39,47.32
25300,Guyans-Durnes,29,6.24,47.13
25301,Guyans-Vennes,40,6.58,47.17
25302,Hautepierre-le-Châtelet,11,6.31,47.05
25303,Hauterive-la-Fresse,28,6.46,46.97
25304,Hérimoncourt,502,6.88,47.44
25305,L'Hôpital-du-Grosbois,71,6.21,47.18
25306,L'Hôpital-Saint-Lieffroy,28,6.46,47.40
25307,Les Hôpitaux-Neufs,120,6.39,46.79
25308,Les Hôpitaux-Vieux,28,6.39,46.80
25309,Houtaud,131,6.30,46.91
25310,Huanne-Montmartin,24,6.34,47.43
25311,Hyémondans,29,6.64,47.38
25312,Hyèvre-Magny,23,6.43,47.36
25313,Hyèvre-Paroisse,21,6.43,47.37
25314,Indevillers,11,6.97,47.31
25315,L'Isle-sur-le-Doubs,293,6.59,47.42
25316,Issans,96,6.73,47.53
25317,Jallerange,34,5.72,47.26
25318,Jougne,51,6.40,46.76
25319,Labergement-du-Navois,15,6.08,46.98
25320,Labergement-Sainte-Marie,51,6.28,46.78
25321,Villers-le-Lac,151,6.69,47.07
25322,Laire,122,6.73,47.55
25323,Laissey,160,6.23,47.30
25324,Lanans,13,6.45,47.29
25325,Landresse,16,6.49,47.26
25326,Lantenne-Vertière,54,5.77,47.23
25327,Lanthenans,20,6.63,47.39
25328,Larnod,172,5.97,47.18
25329,Laval-le-Prieuré,6,6.62,47.18
25330,Lavans-Quingey,34,5.90,47.09
25331,Lavans-Vuillafans,22,6.26,47.08
