insee,name,density,x,y
38140,Crolles,580,5.89,45.28
38141,Culin,94,5.25,45.52
38144,Diémoz,194,5.09,45.59
38145,Dionay,8,5.21,45.20
38146,Dizimieu,72,5.29,45.71
38147,Doissin,102,5.43,45.50
38148,Dolomieu,227,5.49,45.62
38149,Domarin,479,5.25,45.58
38150,Domène,1245,5.84,45.20
38151,Échirolles,4558,5.72,45.15
38152,Eclose,69,5.30,45.50
38153,Engins,25,5.61,45.19
38154,Entraigues,11,5.96,44.89
38155,Entre-deux-Guiers,166,5.76,45.42
38156,Les Éparres,116,5.29,45.54
38157,Estrablin,157,4.96,45.51
38158,Eybens,2210,5.75,45.15
38159,Eydoche,90,5.33,45.44
38160,Eyzin-Pinet,76,5.00,45.48
38161,Faramans,89,5.15,45.39
38162,Faverges-de-la-Tour,163,5.51,45.59
38163,La Ferrière,4,6.09,45.28
38165,Fitilieu,180,5.57,45.55
38166,La Flachère,159,5.96,45.40
38167,Flachères,103,5.32,45.47
38169,Fontaine,3272,5.68,45.19
38170,Fontanil-Cornillon,508,5.66,45.25
38171,La Forteresse,34,5.41,45.29
38172,Four,102,5.20,45.58
38173,Le Freney-d'Oisans,17,6.12,45.08
38174,La Frette,93,5.36,45.39
38175,Froges,528,5.93,45.27
38176,Frontonas,155,5.19,45.65
38177,La Garde,12,6.05,45.07
38179,Gières,895,5.79,45.18
38180,Gillonnay,68,5.30,45.39
38181,Goncelin,156,5.99,45.34
38182,Le Grand-Lemps,235,5.42,45.39
38183,Granieu,124,5.59,45.60
38184,Grenay,212,5.08,45.66
38185,Grenoble,8734,5.72,45.18
38186,Gresse-en-Vercors,5,5.53,44.89
38187,Le Gua,65,5.62,45.01
38188,Herbeys,175,5.80,45.14
38189,Heyrieux,335,5.06,45.63
38190,Hières-sur-Amby,137,5.29,45.80
38191,Huez,100,6.08,45.10
38192,Hurtières,54,5.97,45.29
38193,L'Isle-d'Abeau,1750,5.22,45.62
38194,Izeaux,137,5.43,45.34
38195,Izeron,43,5.39,45.14
38197,Janneyrias,147,5.11,45.75
38198,Jarcieu,165,4.95,45.34
38199,Jardin,241,4.91,45.49
38200,Jarrie,288,5.75,45.11
38203,Laffrey,60,5.78,45.03
38204,Lalley,9,5.68,44.75
38205,Lans-en-Vercors,67,5.59,45.12
38206,Laval,39,5.98,45.24
38207,Lavaldens,4,5.90,44.99
38208,Lavars,10,5.68,44.85
38209,Lentiol,29,5.10,45.30
38210,Leyrieu,120,5.26,45.76
38211,Lieudieu,56,5.18,45.46
38212,Livet-et-Gavet,26,5.92,45.09
38213,Longechenal,72,5.36,45.42
38214,Lumbin,307,5.91,45.30
38215,Luzinay,114,4.96,45.59
38216,Malleval-en-Vercors,4,5.44,45.15
38217,Marcieu,7,5.69,44.92
38218,Marcilloles,108,5.18,45.35
38219,Marcollin,63,5.09,45.31
38221,Marnans,24,5.25,45.29
38222,Massieu,72,5.60,45.44
38223,Maubec,195,5.26,45.57
38224,Mayres-Savel,9,5.71,44.89
38225,Méaudre,40,5.53,45.13
38226,Mens,48,5.75,44.81
38228,Merlas,32,5.66,45.44
38229,Meylan,1432,5.78,45.21
38230,Meyrié,302,5.29,45.56
38231,Meyrieu-les-Étangs,105,5.20,45.52
38232,Meyssiez,44,5.06,45.46
38235,Miribel-Lanchâtre,40,5.61,44.97
38236,Miribel-les-Échelles,59,5.71,45.44
38237,Mizoën,13,6.18,45.04
38238,Moidieu-Détourbe,101,5.02,45.51
38239,Moirans,391,5.56,45.32
38240,Moissieu-sur-Dolon,49,4.99,45.39
38241,Monestier-d'Ambel,2,5.92,44.77
38242,Monestier-de-Clermont,249,5.64,44.92
38243,Le Monestier-du-Percy,16,5.65,44.78
38244,Monsteroux-Milieu,94,4.95,45.44
38245,Montagne,30,5.20,45.14
38246,Montagnieu,109,5.45,45.53
38247,Montalieu-Vercieu,373,5.40,45.81
38248,Montaud,37,5.56,45.26
38249,Montbonnot-Saint-Martin,752,5.82,45.22
38250,Montcarra,101,5.40,45.61
38252,Montchaboud,188,5.76,45.09
38253,Mont-de-Lans,39,6.14,45.02
38254,Monteynard,46,5.70,44.98
38255,Montfalcon,21,5.17,45.26
38256,Montferrat,134,5.58,45.48
38257,Montrevel,50,5.41,45.48
38258,Mont-Saint-Martin,15,5.68,45.28
38259,Montseveroux,56,4.97,45.43
38260,Moras,59,5.26,45.69
38261,Morestel,531,5.47,45.68
38262,Morêtel-de-Mailles,63,6.01,45.37
38263,Morette,64,5.45,45.29
38264,La Morte,8,5.86,45.03
38265,La Motte-d'Aveillans,181,5.74,44.95
38266,La Motte-Saint-Martin,28,5.72,44.95
38267,Mottier,64,5.31,45.42
38268,Le Moutaret,45,6.08,45.43
38269,La Mure,604,5.79,44.91
38270,La Murette,433,5.54,45.38
38271,Murianette,145,5.83,45.19
38272,Murinais,46,5.32,45.21
38273,Nantes-en-Ratier,39,5.83,44.93
38274,Nantoin,47,5.27,45.44
38275,Serre-Nerpol,23,5.37,45.26
38276,Nivolas-Vermelle,395,5.31,45.56
38277,Notre-Dame-de-Commiers,96,5.70,45.01
38278,Notre-Dame-de-l'Osier,57,5.42,45.24
38279,Notre-Dame-de-Mésage,266,5.75,45.07
38280,Notre-Dame-de-Vaulx,67,5.74,44.99
38281,Noyarey,134,5.62,45.24
38282,Optevoz,65,5.34,45.75
38283,Oris-en-Rattier,6,5.89,44.93
38284,Ornacieux,82,5.21,45.41
38285,Ornon,12,5.96,45.04
38286,Oulles,1,5.96,45.07
38287,Oyeu,67,5.48,45.43
38288,Oytier-Saint-Oblas,113,5.03,45.56
38289,Oz,14,6.07,45.13
38290,Pact,87,4.99,45.35
38291,Pajay,76,5.13,45.36
38292,Paladru,97,5.55,45.48
38293,Panissage,91,5.46,45.50
38294,Panossas,82,5.19,45.68
38295,Parmilieu,52,5.35,45.85
38296,Le Passage,117,5.51,45.53
38297,Passins,82,5.43,45.69
38298,Le Péage-de-Roussillon,917,4.78,45.37
38299,Pellafol,4,5.88,44.78
38300,Penol,27,5.18,45.37
38301,Percy,10,5.63,44.79
38302,Le Périer,3,5.98,44.94
38303,La Pierre,142,5.94,45.29
38304,Pierre-Châtel,127,5.77,44.96
38305,Le Pin,129,5.51,45.46
38306,Pinsot,8,6.13,45.34
38307,Pisieu,29,5.07,45.39
38308,Plan,41,5.39,45.32
38309,Poisat,822,5.77,45.15
38310,Poliénas,78,5.48,45.25
38311,Pommier-de-Beaurepaire,37,5.11,45.39
38312,Pommiers-la-Placette,32,5.68,45.32
38313,Ponsonnas,93,5.80,44.89
38314,Pontcharra,462,6.02,45.42
38315,Le Pont-de-Beauvoisin,475,5.66,45.53
38316,Pont-de-Chéruy,2085,5.17,45.75
38317,Le Pont-de-Claix,2004,5.70,45.13
38318,Pont-Évêque,583,4.92,45.53
38319,Pont-en-Royans,277,5.35,45.06
38320,Porcieu-Amblagnieu,106,5.39,45.84
38321,Prébois,10,5.71,44.78
38322,Presles,4,5.41,45.09
38323,Pressins,112,5.63,45.53
38324,Primarette,34,5.03,45.41
38325,Proveysieux,25,5.72,45.29
38326,Prunières,46,5.76,44.90
38328,Quaix-en-Chartreuse,51,5.73,45.26
38329,Quet-en-Beaumont,8,5.88,44.84
38330,Quincieu,21,5.39,45.28
38331,Réaumont,202,5.52,45.36
38332,Renage,715,5.49,45.33
38333,Rencurel,9,5.47,45.12
38334,Revel,48,5.91,45.17
38335,Revel-Tourdan,89,5.03,45.37
38336,Reventin-Vaugris,97,4.84,45.48
38337,Rives,553,5.49,45.36
38338,La Rivière,40,5.51,45.22
38339,Roche,94,5.16,45.57
38340,Les Roches-de-Condrieu,1936,4.76,45.45
38341,Rochetoirin,101,5.42,45.59
38342,Roissard,19,5.64,44.88
38343,Romagnieu,89,5.64,45.56
38344,Roussillon,690,4.82,45.38
38345,Rovon,51,5.47,45.18
38346,Royas,70,5.10,45.51
38347,Roybon,19,5.25,45.25
38348,Ruy,206,5.34,45.59
38349,Sablons,205,4.78,45.32
38350,Sainte-Agnès,20,5.96,45.21
38351,Saint-Agnin-sur-Bion,94,5.24,45.54
38352,Saint-Alban-de-Roche,301,5.22,45.59
38353,Saint-Alban-du-Rhône,237,4.75,45.42
38354,Saint-Albin-de-Vaulserre,78,5.70,45.50
38355,Saint-Andéol,4,5.52,44.95
38356,Saint-André-en-Royans,31,5.34,45.08
38357,Saint-André-le-Gaz,293,5.53,45.55
38358,Sainte-Anne-sur-Gervonde,79,5.23,45.50
38359,Saint-Antoine-l'Abbaye,47,5.22,45.17
38360,Saint-Appolinard,37,5.26,45.18
38361,Saint-Arey,13,5.74,44.88
38362,Saint-Aupre,92,5.66,45.41
38363,Saint-Barthélemy,123,5.08,45.34
38364,Saint-Barthélemy-de-Séchilienne,40,5.82,45.04
38365,Saint-Baudille-de-la-Tour,36,5.34,45.79
38366,Saint-Baudille-et-Pipet,7,5.78,44.78
38367,Saint-Bernard,29,5.90,45.35
38368,Saint-Blaise-du-Buis,183,5.51,45.38
38369,Sainte-Blandine,100,5.44,45.55
38370,Saint-Bonnet-de-Chavagne,43,5.23,45.12
38372,Saint-Bueil,182,5.68,45.47
38373,Saint-Cassien,204,5.55,45.36
38374,Saint-Chef,132,5.36,45.64
38375,Saint-Christophe-en-Oisans,1,6.24,44.93
38376,Saint-Christophe-sur-Guiers,37,5.79,45.41
38377,Saint-Clair-de-la-Tour,364,5.49,45.57
38378,Saint-Clair-du-Rhône,546,4.77,45.44
38379,Saint-Clair-sur-Galaure,17,5.15,45.27
38380,Saint-Didier-de-Bizonnes,41,5.34,45.46
38381,Saint-Didier-de-la-Tour,125,5.49,45.55
38382,Saint-Égrève,1487,5.68,45.23
38383,Saint-Étienne-de-Crossey,200,5.64,45.38
38384,Saint-Étienne-de-Saint-Geoirs,169,5.35,45.35
38386,Saint-Geoire-en-Valdaine,143,5.64,45.46
38387,Saint-Geoirs,74,5.35,45.31
38388,Saint-Georges-de-Commiers,144,5.72,45.04
38389,Saint-Georges-d'Espéranche,132,5.08,45.56
38390,Saint-Gervais,43,5.50,45.19
38391,Saint-Guillaume,21,5.59,44.95
38392,Saint-Hilaire-de-Brens,70,5.29,45.68
38393,Saint-Hilaire-de-la-Côte,103,5.33,45.39
38394,Saint-Hilaire-du-Rosier,119,5.25,45.09
38395,Saint-Hilaire,170,5.88,45.31
38396,Saint-Honoré,55,5.82,44.96
38397,Saint-Ismier,440,5.83,45.25
38398,Saint-Jean-d'Avelanne,118,5.67,45.51
38399,Saint-Jean-de-Bournay,166,5.15,45.50
38400,Saint-Jean-de-Moirans,500,5.59,45.34
38401,Saint-Jean-de-Soudain,200,5.44,45.58
38402,Saint-Jean-de-Vaulx,51,5.75,45.02
38403,Saint-Jean-d'Hérans,17,5.75,44.85
38404,Saint-Jean-le-Vieux,56,5.88,45.21
38405,Saint-Joseph-de-Rivière,68,5.69,45.37
38406,Saint-Julien-de-l'Herms,15,5.09,45.43
38407,Saint-Julien-de-Raz,40,5.67,45.35
38408,Saint-Just-Chaleyssin,175,5.00,45.59
38409,Saint-Just-de-Claix,106,5.28,45.08
38410,Saint-Lattier,70,5.19,45.09
38412,Saint-Laurent-du-Pont,128,5.74,45.38
38413,Saint-Laurent-en-Beaumont,35,5.85,44.89
38414,Sainte-Luce,5,5.91,44.85
38415,Saint-Marcel-Bel-Accueil,72,5.24,45.65
38416,Saint-Marcellin,1034,5.32,45.15
38417,Sainte-Marie-d'Alloix,181,5.98,45.38
38418,Sainte-Marie-du-Mont,10,5.93,45.41
38419,Saint-Martin-de-Clelles,12,5.60,44.85
38420,Saint-Martin-de-Vaulserre,65,5.68,45.49
38421,Saint-Martin-d'Hères,4115,5.77,45.18
38422,Saint-Martin-d'Uriage,183,5.86,45.15
38423,Saint-Martin-le-Vinoux,542,5.72,45.22
38424,Saint-Maurice-en-Trièves,13,5.65,44.76
38425,Saint-Maurice-l'Exil,468,4.78,45.39
38426,Saint-Maximin,62,6.05,45.43
38427,Saint-Michel-de-Saint-Geoirs,42,5.36,45.30
38428,Saint-Michel-en-Beaumont,4,5.91,44.87
38429,Saint-Michel-les-Portes,12,5.59,44.86
38430,Saint-Mury-Monteymond,31,5.93,45.21
38431,Saint-Nazaire-les-Eymes,347,5.85,45.26
38432,Saint-Nicolas-de-Macherin,83,5.62,45.41
38433,Saint-Nizier-du-Moucherotte,96,5.63,45.16
38434,Saint-Ondras,75,5.55,45.52
38435,Saint-Pancrasse,65,5.85,45.30
38436,Saint-Paul-de-Varces,113,5.63,45.07
38437,Saint-Paul-d'Izeaux,40,5.43,45.31
38438,Saint-Paul-lès-Monestier,18,5.61,44.93
38439,Saint-Pierre-d'Allevard,106,6.04,45.36
38440,Saint-Pierre-de-Bressieux,32,5.30,45.30
38442,Saint-Pierre-de-Chartreuse,13,5.80,45.33
38443,Saint-Pierre-de-Chérennes,40,5.39,45.12
38444,Saint-Pierre-de-Méaroz,29,5.82,44.87
38445,Saint-Pierre-de-Mésage,105,5.76,45.05
38446,Saint-Pierre-d'Entremont,17,5.85,45.39
38448,Saint-Prim,170,4.80,45.45
38449,Saint-Quentin-Fallavier,260,5.11,45.64
38450,Saint-Quentin-sur-Isère,68,5.55,45.28
38451,Saint-Romain-de-Jalionas,232,5.22,45.75
38452,Saint-Romain-de-Surieu,71,4.89,45.39
38453,Saint-Romans,102,5.32,45.11
38454,Saint-Sauveur,217,5.34,45.15
38455,Saint-Savin,151,5.32,45.63
38456,Saint-Sébastien,12,5.80,44.85
38457,Saint-Siméon-de-Bressieux,149,5.26,45.33
38458,Saint-Sorlin-de-Morestel,104,5.47,45.63
38459,Saint-Sorlin-de-Vienne,83,4.94,45.47
38460,Saint-Sulpice-des-Rivoires,62,5.60,45.47
38462,Saint-Théoffrey,78,5.78,44.99
38463,Saint-Vérand,99,5.34,45.18
38464,Saint-Victor-de-Cessieu,178,5.38,45.54
38465,Saint-Victor-de-Morestel,84,5.50,45.70
38466,Saint-Vincent-de-Mercuze,175,5.96,45.37
38467,Salagnon,150,5.36,45.67
38468,Salaise-sur-Sanne,264,4.81,45.34
38469,La Salette-Fallavaux,3,5.99,44.84
38470,La Salle-en-Beaumont,35,5.86,44.86
38471,Le Sappey-en-Chartreuse,73,5.78,45.27
38472,Sarcenas,26,5.76,45.28
38473,Sardieu,94,5.22,45.36
38474,Sassenage,862,5.65,45.21
38475,Satolas-et-Bonce,132,5.13,45.68
38476,Savas-Mépin,78,5.06,45.50
38478,Séchilienne,45,5.83,45.07
38479,Semons,35,5.20,45.43
38480,Septème,86,4.99,45.55
38481,Sérézin-de-la-Tour,99,5.34,45.55
38483,Sermérieu,87,5.41,45.67
38484,Serpaize,134,4.92,45.56
38485,Seyssinet-Pariset,1141,5.67,45.17
38486,Seyssins,871,5.68,45.16
38487,Seyssuel,206,4.84,45.56
38488,Siccieu-Saint-Julien-et-Carisieu,43,5.31,45.73
38489,Siévoz,17,5.85,44.91
38490,Sillans,149,5.39,45.35
38492,Sinard,62,5.66,44.94
38494,Soleymieu,55,5.36,45.70
38495,La Sône,205,5.28,45.12
38496,Sonnay,89,4.92,45.36
38497,Sousville,50,5.81,44.91
38498,Succieu,86,5.34,45.53
38499,Susville,138,5.76,44.93
38500,Têche,116,5.38,45.18
38501,Tencin,240,5.96,45.31
38503,La Terrasse,255,5.93,45.33
38504,Theys,56,6.01,45.30
38505,Thodure,48,5.16,45.32
38507,Tignieu-Jameyzieu,479,5.18,45.74
38508,Torchefelon,76,5.40,45.52
38509,La Tour-du-Pin,1662,5.45,45.57
38511,Le Touvet,260,5.95,45.35
38512,Tramolé,78,5.27,45.51
38513,Treffort,23,5.66,44.90
38514,Tréminis,4,5.77,44.73
38515,Trept,116,5.32,45.69
38516,La Tronche,1032,5.74,45.21
38517,Tullins,265,5.49,45.29
38518,Valbonnais,21,5.91,44.90
38519,Valencin,273,5.03,45.61
38520,Valencogne,82,5.53,45.49
38521,La Valette,9,5.85,44.94
38522,Valjouffrey,2,6.08,44.88
38523,Varacieux,46,5.34,45.23
38524,Varces-Allières-et-Risset,315,5.68,45.09
38525,Vasselin,122,5.45,45.63
38526,Vatilieu,40,5.41,45.26
38527,Vaujany,5,6.10,45.19
38528,Vaulnaveys-le-Bas,102,5.81,45.10
38529,Vaulnaveys-le-Haut,183,5.84,45.12
38530,Vaulx-Milieu,266,5.19,45.62
38531,Velanne,63,5.65,45.49
38532,Vénérieu,111,5.28,45.66
38533,Venon,169,5.81,45.17
38534,Vénosc,32,6.11,44.97
38535,Vernas,43,5.27,45.78
38536,Vernioz,106,4.90,45.43
38537,La Verpillière,983,5.15,45.64
38538,Le Versoud,730,5.86,45.22
38539,Vertrieu,144,5.36,45.87
38540,Veurey-Voroize,114,5.60,45.27
38541,Veyrins-Thuellin,164,5.53,45.63
38542,Veyssilieu,44,5.23,45.68
38543,Vézeronce-Curtin,133,5.47,45.65
38544,Vienne,1284,4.88,45.52
38545,Vif,282,5.67,45.04
38546,Vignieu,103,5.42,45.63
38547,Villard-Bonnot,1254,5.89,45.25
38548,Villard-de-Lans,60,5.54,45.06
38549,Villard-Notre-Dame,2,6.03,45.01
38550,Villard-Reculas,12,6.04,45.09
38551,Villard-Reymond,3,6.01,45.03
38552,Villard-Saint-Christophe,28,5.82,44.99
38553,Villefontaine,1548,5.16,45.61
38554,Villemoirieu,138,5.23,45.71
38555,Villeneuve-de-Marc,44,5.12,45.46
38556,Ville-sous-Anjou,63,4.86,45.38
38557,Villette-d'Anthon,198,5.11,45.78
38558,Villette-de-Vienne,152,4.91,45.59
38559,Vinay,249,5.41,45.22
38560,Virieu,99,5.48,45.47
38561,Viriville,54,5.20,45.31
38562,Vizille,728,5.78,45.07
38563,Voiron,910,5.58,45.38
38564,Voissant,55,5.70,45.48
38565,Voreppe,337,5.64,45.29
38566,Vourey,234,5.52,45.32
38567,Chamrousse,35,5.89,45.12
39-01,Arbois,22,,
39-02,Authume,33,,
39-03,Bletterans,33,,
39-04,Champagnole,24,,
39-08,Lons-le-Saunier-2,42,,
39-09,Moirans-en-Montagne,20,,
39-10,Mont-sous-Vaudrey,28,,
39-11,Morez,27,,
39-12,Poligny,25,,
39-13,Saint-Amour,24,,
39-14,Saint-Claude,34,,
39-15,Saint-Laurent-en-Grandvaux,17,,
39-16,Saint-Lupicin,22,,
39-17,Tavaux,36,,
39001,Abergement-la-Ronce,110,5.38,47.06
39002,Abergement-le-Grand,14,5.68,46.91
39003,Abergement-le-Petit,25,5.70,46.91
39004,Abergement-lès-Thésy,14,5.95,46.91
39006,Aiglepierre,61,5.81,46.96
39007,Alièze,26,5.59,46.59
39008,Amange,59,5.56,47.17
39009,Andelot-en-Montagne,43,5.93,46.86
39010,Andelot-Morval,8,5.43,46.42
39011,Annoire,25,5.28,46.96
39013,Arbois,78,5.77,46.89
39014,Archelange,46,5.52,47.15
39015,Ardon,25,5.88,46.77
39016,Arinthod,59,5.59,46.40
39017,Arlay,53,5.53,46.77
39018,Aromas,29,5.49,46.29
39019,Les Arsures,54,5.78,46.95
39020,Arsure-Arsurette,7,6.08,46.72
39021,Arthenas,24,5.53,46.57
39022,Asnans-Beauvoisin,43,5.40,46.94
39023,L'Aubépin,25,5.38,46.44
39024,Audelange,59,5.58,47.14
39025,Augea,39,5.39,46.56
39026,Augerans,20,5.58,47.03
39027,Augisey,22,5.50,46.55
39028,Aumont,55,5.63,46.92
39029,Aumur,40,5.34,47.06
39030,Authume,108,5.51,47.13
39031,Auxange,39,5.65,47.18
39032,Avignon-lès-Saint-Claude,48,5.84,46.40
39034,Balaiseaux,46,5.46,46.97
39035,Balanod,69,5.35,46.46
39036,La Balme-d'Épy,21,5.42,46.38
39037,Bans,50,5.58,46.98
39038,Barésia-sur-l'Ain,16,5.70,46.54
39039,La Barre,68,5.69,47.16
39040,Barretaine,20,5.72,46.81
39041,Baume-les-Messieurs,14,5.65,46.70
39042,Baverans,140,5.54,47.11
39043,Beaufort,80,5.43,46.59
39045,Beffia,15,5.55,46.53
39046,Bellecombe,6,5.91,46.31
39047,Bellefontaine,22,6.08,46.56
39048,Belmont,18,5.60,47.03
39049,Bersaillin,29,5.60,46.86
39050,Besain,12,5.80,46.79
39051,Biarne,60,5.45,47.15
39052,Bief-des-Maisons,13,6.05,46.70
39053,Bief-du-Fourg,17,6.12,46.82
39054,Biefmorin,7,5.53,46.90
39055,Billecul,9,6.06,46.75
39056,Bletterans,178,5.43,46.73
39057,Blois-sur-Seille,21,5.67,46.75
39058,Blye,15,5.70,46.63
39059,Bois-d'Amont,138,6.13,46.54
39060,Bois-de-Gand,18,5.50,46.83
39061,Boissia,23,5.72,46.58
39062,La Boissière,12,5.52,46.42
39063,Bonlieu,21,5.86,46.60
39064,Bonnaud,30,5.43,46.62
39065,Bonnefontaine,11,5.75,46.73
39066,Bornay,26,5.55,46.61
39068,Les Bouchoux,14,5.80,46.29
39069,Bourcia,11,5.40,46.35
39070,Bourg-de-Sirod,21,5.96,46.73
39072,Bracon,45,5.87,46.93
39073,Brainans,23,5.63,46.87
39074,Brans,27,5.57,47.22
39075,Bréry,44,5.58,46.78
39076,La Bretenière,131,5.67,47.13
39077,Bretenières,10,5.54,46.92
39078,Brevans,178,5.52,47.10
39079,Briod,52,5.62,46.66
39080,Broissia,18,5.43,46.36
39081,Buvilly,62,5.73,46.87
39083,Censeau,31,6.08,46.82
39084,Cernans,25,5.94,46.93
39085,Cerniébaud,7,6.13,46.74
39086,Cernon,16,5.64,46.41
39088,Cesancey,79,5.49,46.62
39089,Cézia,18,5.58,46.36
39090,Chaînée-des-Coupis,38,5.43,46.92
39091,Les Chalesmes,11,6.03,46.69
39092,Chambéria,11,5.57,46.47
39093,Chamblay,31,5.70,46.99
39094,Chamole,30,5.74,46.84
39095,Champagne-sur-Loue,34,5.81,47.03
39096,Champagney,28,5.50,47.26
39097,Champagnole,393,5.90,46.74
39099,Champdivers,61,5.39,47.01
39100,Champrougier,10,5.51,46.88
39101,Champvans,93,5.42,47.10
39102,Chancia,95,5.64,46.35
39103,La Chapelle-sur-Furieuse,36,5.86,46.99
39104,Chapelle-Voland,20,5.38,46.80
39105,Chapois,20,5.97,46.83
39106,Charchilla,39,5.72,46.47
39107,Charcier,9,5.76,46.63
39108,Charency,21,5.99,46.77
39109,Charézier,16,5.73,46.61
39110,La Charme,16,5.55,46.85
39111,Charnod,9,5.49,46.34
39112,La Chassagne,21,5.46,46.87
39113,Chassal,90,5.79,46.36
39114,Château-Chalon,15,5.65,46.76
39115,Château-des-Prés,22,5.91,46.51
39116,La Châtelaine,10,5.82,46.86
39117,Chatelay,7,5.70,47.06
39118,Châtel-de-Joux,4,5.81,46.53
39119,Le Chateley,19,5.54,46.88
39120,Châtelneuf,11,5.91,46.67
39121,Châtenois,45,5.55,47.15
39122,Châtillon,9,5.73,46.66
39123,Chatonnay,22,5.55,46.42
39124,Chaumergy,77,5.47,46.84
39126,La Chaumusse,36,5.94,46.60
39127,Chaussenans,23,5.74,46.83
39128,Chaussin,99,5.40,46.97
39129,Chaux-des-Crotenay,35,5.96,46.66
39130,Chaux-des-Prés,24,5.86,46.50
39131,La Chaux-du-Dombief,24,5.91,46.61
39132,La Chaux-en-Bresse,18,5.48,46.83
39133,Chaux-Champagny,10,5.88,46.88
39134,Chavéria,23,5.56,46.50
39135,Chazelles,36,5.33,46.41
39136,Chemenot,8,5.53,46.86
39137,Chemilla,57,5.56,46.35
39138,Chemin,37,5.31,46.98
39139,Chêne-Bernard,20,5.48,46.92
39140,Chêne-Sec,45,5.44,46.86
39141,Chevigny,37,5.47,47.18
39142,Chevreaux,22,5.42,46.50
39143,Chevrotaine,7,5.86,46.65
39145,Chille,152,5.57,46.69
39146,Chilly-le-Vignoble,210,5.50,46.66
39147,Chilly-sur-Salins,7,5.86,46.87
39148,Chisséria,12,5.57,46.38
39149,Chissey-sur-Loue,9,5.74,47.06
39150,Choisey,139,5.45,47.06
39151,Choux,15,5.77,46.30
39153,Cize,192,5.92,46.72
39154,Clairvaux-les-Lacs,117,5.75,46.56
39155,Clucy,16,5.92,46.95
39156,Cogna,39,5.77,46.59
39157,Coiserette,9,5.83,46.34
39158,Coisia,26,5.58,46.30
39159,Colonne,24,5.57,46.88
39160,Commenailles,38,5.44,46.81
39161,Communailles-en-Montagne,11,6.09,46.80
39162,Condamine,75,5.43,46.65
39163,Condes,57,5.62,46.33
39164,Conliège,114,5.61,46.65
39165,Conte,18,6.01,46.75
39166,Cornod,17,5.55,46.31
39167,Cosges,26,5.39,46.75
39168,Courbette,16,5.57,46.60
39169,Courbouzon,175,5.53,46.65
39170,Courlans,157,5.49,46.68
39171,Courlaoux,80,5.45,46.67
39172,Courtefontaine,17,5.79,47.13
39173,Cousance,197,5.38,46.53
39174,Coyrière,16,5.85,46.34
39175,Coyron,13,5.70,46.51
39176,Cramans,62,5.79,47.01
39177,Crançot,41,5.67,46.69
39178,Crans,7,5.98,46.70
39179,Crenans,28,5.74,46.47
39180,Cressia,18,5.48,46.53
39182,Crissey,135,5.48,47.05
39183,Crotenay,58,5.81,46.75
39184,Les Crozets,28,5.80,46.46
39185,Cuisia,39,5.40,46.55
39186,Cuttura,55,5.82,46.42
39187,Cuvier,22,6.07,46.84
39188,Dammartin-Marpain,27,5.55,47.25
39189,Damparis,312,5.41,47.07
39190,Dampierre,170,5.74,47.17
39191,Darbonnay,23,5.61,46.83
39192,Denezières,13,5.80,46.62
39193,Le Deschaux,121,5.50,46.95
39194,Desnes,52,5.47,46.77
39195,Dessia,13,5.51,46.38
39196,Les Deux-Fays,16,5.49,46.89
39197,Digna,108,5.38,46.52
39198,Dole,617,5.50,47.08
39199,Domblans,91,5.59,46.76
39200,Dompierre-sur-Mont,33,5.61,46.56
39201,Doucier,24,5.78,46.65
39202,Dournon,20,5.97,46.93
39203,Doye,29,6.01,46.77
39204,Dramelay,5,5.53,46.40
39205,Éclans-Nenon,15,5.61,47.10
39206,Écleux,34,5.74,46.99
39207,Écrille,17,5.63,46.50
39208,Entre-deux-Monts,28,5.96,46.64
39209,Val-d'Épy,18,5.39,46.38
39210,Équevillon,124,5.94,46.76
39211,Les Essards-Taignevaux,48,5.42,46.90
39213,Esserval-Combe,11,6.04,46.80
39214,Esserval-Tartre,8,6.03,46.83
39215,Essia,14,5.55,46.58
39216,Étival,23,5.79,46.49
39217,L'Étoile,92,5.53,46.72
39218,Étrepigney,27,5.68,47.11
39219,Évans,64,5.77,47.18
39220,Falletans,16,5.57,47.08
39221,La Favière,10,6.04,46.75
39222,Fay-en-Montagne,13,5.72,46.75
39223,La Ferté,16,5.65,46.94
39224,Fétigny,28,5.60,46.44
39225,Le Fied,23,5.72,46.77
39226,Florentia,10,5.42,46.40
39227,Foncine-le-Bas,21,6.03,46.63
39228,Foncine-le-Haut,35,6.06,46.66
39229,Fontainebrux,28,5.44,46.70
39230,Fontenu,10,5.82,46.67
39232,Fort-du-Plasne,33,5.98,46.62
39233,Foucherans,262,5.44,47.09
39234,Foulenay,20,5.49,46.86
39235,Fraisans,73,5.76,47.12
39236,Francheville,27,5.50,46.84
39237,Fraroz,7,6.10,46.73
39238,Frasne-les-Meulières,23,5.50,47.20
39239,La Frasnée,12,5.80,46.56
39240,Le Frasnois,11,5.89,46.64
39241,Frébuans,143,5.48,46.65
39243,Froideville,25,5.48,46.81
39244,Frontenay,21,5.63,46.79
39245,Gatey,25,5.46,46.95
39246,Gendrey,29,5.68,47.20
39247,Genod,21,5.53,46.36
39248,Geraise,7,5.95,46.96
39249,Germigney,16,5.69,47.04
39250,Geruge,38,5.53,46.62
39251,Gevingey,76,5.51,46.64
39252,Gevry,126,5.45,47.04
39253,Gigny,18,5.47,46.45
39254,Gillois,13,6.03,46.73
39255,Gizia,27,5.43,46.53
39258,Grande-Rivière,14,5.91,46.53
